SiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,TiO2,Mineral
58.65,21.44,3.2,14.01,8.01,5.92,2.31,0.55,Basalt
33.07,24.97,10.3,3.13,8.67,0.55,2.95,2.94,Gabbro
78.68,11.95,8.3,14.63,1.97,3.75,1.6,2.57,Chlorite
66.54,16.04,13.83,10.11,1.77,1.8,2.97,2.75,Granite
56.47,9.11,11.85,1.13,1.52,0.62,3.27,2.27,Gabbro
40.27,6.84,13.64,3.52,1.79,0.71,3.47,0.55,Rhyolite
53.89,20.99,12.0,1.26,1.47,5.97,3.61,1.62,Slate
57.86,23.14,9.18,2.9,10.32,3.09,4.4,2.18,Peridotite
44.92,12.01,9.39,3.92,7.97,4.13,1.96,1.69,Amphibolite
34.05,10.45,14.81,10.94,6.18,3.48,2.27,0.92,Basalt
35.86,21.74,9.26,12.14,7.49,4.54,3.66,2.74,Marble
34.21,20.53,6.47,8.53,6.86,5.43,2.18,2.79,Basalt
71.58,17.88,7.24,7.97,6.34,6.21,1.71,2.92,Quartz
68.78,9.95,12.5,7.89,6.83,3.5,1.18,0.89,Marble
79.63,14.73,12.12,11.28,2.08,5.11,4.07,1.8,Slate
57.09,20.67,1.71,3.15,2.3,6.91,2.79,0.91,Marble
69.72,11.46,13.89,8.39,11.99,3.99,4.11,1.24,Peridotite
77.13,17.25,13.34,12.43,3.41,2.55,4.96,2.32,Olivine
35.63,18.42,11.96,10.02,5.42,7.76,3.09,2.25,Olivine
50.65,22.53,6.64,1.49,6.37,4.95,2.62,0.29,Marble
74.53,9.67,2.37,5.92,10.13,3.89,1.81,0.91,Dolomite
32.23,7.01,7.0,9.73,1.33,2.49,3.85,1.26,Talc
77.01,7.18,14.79,10.99,5.09,4.83,1.49,1.45,Chlorite
48.09,16.42,7.99,11.82,1.38,6.83,2.61,0.62,Talc
53.92,18.42,6.2,3.38,6.95,1.53,4.02,1.89,Gabbro
47.39,5.69,13.03,11.88,10.91,7.68,3.74,1.72,Andesite
48.38,21.37,9.65,8.72,2.03,6.59,1.27,2.87,Peridotite
73.08,8.46,2.44,1.27,2.5,6.42,0.52,2.02,Basalt
62.5,7.15,1.31,9.86,11.94,1.29,3.37,1.63,Gabbro
37.13,9.86,1.8,2.11,8.71,6.44,2.04,1.6,Granite
43.8,20.99,11.69,9.68,4.0,3.34,4.16,0.82,Syenite
70.51,18.26,9.51,2.96,1.68,5.46,1.66,1.55,Amphibolite
74.87,15.04,13.24,14.12,9.04,2.7,0.96,1.67,Quartz
64.06,24.69,2.44,6.22,4.07,4.32,2.72,1.32,Dolomite
38.82,12.06,1.93,13.1,10.16,4.79,2.05,0.35,Quartz
40.74,10.26,6.31,13.56,7.1,1.11,0.81,0.73,Feldspar
35.38,22.68,11.83,5.8,2.97,1.65,1.51,1.39,Rhyolite
71.1,21.76,7.89,7.29,9.26,6.39,1.91,2.42,Peridotite
60.19,21.37,3.16,2.1,7.89,6.47,1.39,0.43,Talc
50.27,20.5,3.32,11.53,8.75,1.11,1.39,1.04,Syenite
39.05,20.76,13.73,14.31,4.22,5.69,1.65,0.33,Slate
77.66,11.59,5.85,4.63,6.22,2.43,2.33,0.97,Chlorite
51.83,15.63,14.21,12.57,11.74,3.38,3.22,1.24,Amphibole
73.61,7.58,4.45,14.94,5.95,7.19,3.61,2.4,Chlorite
76.86,6.99,1.92,2.4,11.86,4.39,4.63,2.03,Syenite
65.58,22.34,10.99,12.29,1.85,3.83,4.01,2.23,Marble
56.93,20.92,10.91,10.61,0.55,3.2,1.67,0.97,Pyroxene
39.47,15.54,2.94,3.98,6.39,4.05,1.73,0.42,Mica
75.91,10.8,5.15,1.85,10.51,4.73,4.59,0.92,Quartz
51.64,19.03,3.32,7.21,5.22,2.23,1.38,2.58,Chlorite
34.84,11.83,8.12,1.53,6.82,4.02,1.22,0.35,Feldspar
52.75,18.3,2.19,2.33,10.52,3.73,3.82,1.87,Rhyolite
47.77,17.83,8.09,14.24,9.37,5.02,1.53,2.2,Olivine
44.43,7.53,1.19,12.4,1.13,6.18,1.99,0.25,Mica
41.75,9.73,2.63,9.53,2.15,2.49,2.8,0.64,Pyroxene
46.19,9.67,5.25,4.8,8.18,0.63,2.87,2.05,Syenite
39.81,24.62,7.09,11.63,5.44,0.54,3.48,1.59,Olivine
63.5,9.27,8.04,7.19,6.03,3.91,0.66,1.62,Rhyolite
48.16,11.57,6.4,5.95,7.79,6.06,2.66,1.78,Serpentine
61.98,8.04,5.2,9.21,2.31,6.7,4.99,2.95,Marble
44.92,16.29,8.98,8.82,9.84,1.27,3.19,2.3,Quartz
70.23,23.83,11.35,8.25,5.6,1.37,2.69,0.71,Gabbro
52.79,13.19,11.87,1.19,8.59,5.89,0.71,0.98,Rhyolite
52.14,10.36,5.87,3.97,1.78,5.51,3.95,0.83,Gabbro
78.47,10.74,5.04,1.56,10.72,0.73,2.3,2.46,Olivine
64.31,6.21,13.83,4.21,3.63,6.13,1.86,0.78,Dolomite
63.67,22.0,3.98,11.65,5.97,5.61,2.06,1.85,Amphibole
79.15,16.57,12.2,10.7,5.78,5.62,3.8,1.3,Amphibolite
64.06,19.54,7.02,13.38,3.52,1.49,4.94,0.38,Syenite
75.58,18.96,14.08,12.06,1.08,4.38,2.82,2.12,Talc
76.95,12.55,10.78,1.39,1.83,6.08,1.74,0.67,Amphibolite
78.66,12.19,9.88,2.37,10.93,0.52,1.19,0.36,Andesite
37.66,20.49,7.59,1.48,1.88,5.64,4.09,1.92,Rhyolite
57.32,8.52,4.24,14.53,9.81,1.14,3.2,2.65,Quartz
48.48,17.76,3.48,3.13,7.98,1.04,1.01,2.71,Pyroxene
59.83,8.71,13.09,8.19,7.31,1.86,2.92,0.64,Basalt
38.11,24.52,10.37,3.3,6.66,7.35,1.11,1.48,Talc
35.82,8.46,4.01,12.32,10.8,7.22,3.38,1.38,Mica
66.55,11.69,1.83,7.43,5.0,1.75,2.83,1.93,Rhyolite
41.07,10.45,2.31,10.66,3.5,4.06,2.89,2.65,Gabbro
75.79,8.28,6.38,5.64,1.64,6.09,1.74,2.6,Rhyolite
72.8,12.52,7.06,7.39,3.58,6.27,2.28,2.35,Mica
58.28,13.91,9.65,7.91,2.41,5.37,3.56,2.23,Amphibole
77.44,9.92,5.81,2.66,2.71,5.12,4.54,0.33,Peridotite
35.6,20.99,1.37,9.27,8.18,4.13,0.63,1.07,Syenite
55.5,7.58,6.52,9.53,9.43,0.85,2.1,2.85,Quartz
50.34,11.67,9.18,1.15,6.35,3.53,3.71,1.81,Serpentine
43.38,23.37,8.59,5.08,8.86,5.18,3.32,0.78,Dolomite
41.65,23.88,1.11,7.83,6.72,5.59,1.64,0.84,Peridotite
53.46,20.49,5.14,1.84,2.34,3.42,2.77,1.18,Dolomite
52.4,5.49,5.71,10.23,5.55,7.66,4.41,2.56,Talc
62.06,16.63,4.01,3.99,7.32,0.59,2.61,0.24,Quartz
39.65,9.68,7.68,6.23,2.82,6.81,3.02,0.84,Marble
34.9,10.02,1.36,12.83,4.79,4.24,4.76,2.17,Amphibolite
70.38,7.82,3.36,1.84,2.29,2.32,2.26,2.26,Mica
53.26,24.12,13.78,6.36,10.22,3.95,1.22,0.31,Serpentine
74.74,5.97,8.31,1.96,9.86,7.84,2.39,1.4,Feldspar
50.56,20.68,1.79,6.24,0.57,6.35,0.55,2.05,Marble
73.96,12.09,8.96,9.49,6.67,7.23,4.91,1.52,Granite
42.8,9.68,9.99,11.45,3.72,4.48,2.14,2.35,Marble
41.78,19.92,11.88,1.03,10.73,0.51,2.78,2.62,Mica
55.83,7.11,12.98,3.11,9.81,6.8,4.25,2.44,Olivine
37.9,9.85,8.3,1.43,3.28,6.07,1.97,1.32,Andesite
40.7,9.41,1.15,6.99,4.2,2.14,2.54,1.01,Rhyolite
51.48,17.02,2.28,8.93,11.5,1.25,3.67,1.69,Amphibole
79.78,17.83,8.51,11.16,1.98,5.84,3.83,0.35,Granite
49.77,11.83,10.87,8.94,6.32,1.05,4.53,2.56,Mica
77.32,24.97,5.65,3.07,11.41,4.75,3.98,0.32,Mica
67.78,23.13,4.11,7.87,11.52,3.19,1.84,2.91,Rhyolite
58.9,7.84,14.44,1.03,4.43,2.88,1.18,1.12,Granite
77.87,14.64,8.6,6.89,4.88,5.46,2.76,1.57,Andesite
76.99,16.69,6.82,8.67,3.04,5.49,4.25,0.37,Peridotite
30.66,18.95,10.21,3.54,10.35,0.98,2.64,2.38,Syenite
52.81,11.57,8.27,11.71,9.57,2.14,1.29,1.51,Amphibole
78.61,6.71,8.56,10.96,2.42,1.55,4.15,0.89,Amphibolite
68.74,14.47,9.7,11.25,4.23,7.72,3.83,0.74,Chlorite
42.6,19.98,4.39,4.25,1.62,5.54,3.63,2.65,Marble
44.31,13.12,9.23,10.09,4.9,5.19,4.84,2.39,Syenite
69.0,9.77,5.2,12.66,7.21,4.58,4.99,0.22,Talc
40.19,21.23,3.75,8.24,3.27,5.47,0.78,1.35,Syenite
65.49,15.86,3.85,13.57,5.46,4.55,2.61,2.49,Pyroxene
57.88,22.13,6.09,3.55,1.66,0.6,1.96,2.27,Amphibolite
34.45,8.55,13.77,5.22,0.76,6.68,4.56,1.91,Andesite
36.54,24.03,1.62,2.34,9.11,5.92,4.51,0.85,Mica
42.72,10.58,9.4,9.37,2.59,4.78,3.42,2.68,Feldspar
30.16,20.34,8.17,1.39,10.16,7.08,1.21,2.15,Amphibolite
45.27,14.99,3.59,13.76,6.86,0.81,3.67,0.27,Syenite
49.45,9.2,5.24,6.37,2.56,7.84,4.69,0.75,Basalt
36.84,21.42,9.06,8.88,2.19,6.19,3.71,1.42,Mica
42.16,14.02,3.05,6.92,11.0,6.13,2.41,1.27,Peridotite
47.15,18.09,7.64,15.0,10.09,2.18,3.91,1.49,Basalt
56.51,9.11,7.72,4.8,9.19,5.86,4.86,2.26,Chlorite
60.23,20.03,6.01,10.0,7.45,7.28,4.96,2.15,Gabbro
45.92,12.87,2.33,2.78,9.21,4.85,1.69,0.61,Granite
58.24,6.32,2.0,4.74,4.58,3.02,2.05,0.38,Slate
35.41,19.7,3.19,9.88,8.17,3.63,3.64,1.75,Serpentine
38.3,9.14,2.96,4.86,8.09,0.59,1.26,2.21,Amphibolite
69.96,19.69,14.55,7.36,9.27,7.88,3.66,0.86,Basalt
70.38,11.05,9.13,10.88,6.33,1.59,4.97,0.43,Serpentine
53.07,17.35,13.94,14.79,6.82,6.97,3.89,0.51,Dolomite
40.78,12.97,4.08,6.04,10.89,4.11,0.65,0.28,Syenite
60.39,13.77,9.38,11.21,11.1,2.15,3.98,2.36,Syenite
77.1,12.23,7.93,3.78,11.47,6.0,4.92,0.96,Slate
76.7,10.99,4.31,3.15,3.4,5.33,2.03,0.37,Peridotite
78.45,7.4,7.78,2.93,3.63,4.83,1.02,0.4,Peridotite
70.45,13.25,13.27,5.25,10.79,7.44,1.67,1.66,Amphibole
55.9,6.32,13.69,3.05,4.94,1.65,3.94,1.68,Syenite
40.53,20.31,5.53,6.34,11.3,3.9,1.27,2.05,Dolomite
39.62,6.62,10.08,4.39,4.59,5.31,1.98,1.83,Marble
36.97,7.12,4.79,2.62,9.62,1.17,2.41,2.34,Andesite
77.94,14.86,13.34,13.49,9.77,7.07,2.55,0.36,Mica
30.96,19.96,1.27,14.86,3.94,4.7,4.6,1.56,Olivine
31.67,18.77,14.84,4.43,4.6,3.41,4.88,1.48,Pyroxene
70.97,21.2,2.0,10.65,11.89,5.92,3.55,1.16,Talc
59.78,10.47,3.95,9.52,10.91,1.42,4.76,2.18,Peridotite
63.4,10.07,13.34,6.44,4.73,2.13,1.97,1.04,Dolomite
44.61,17.7,13.37,1.45,11.87,4.07,3.0,0.82,Syenite
31.58,10.37,2.35,7.54,9.74,5.77,0.79,1.21,Feldspar
42.66,15.85,10.12,1.56,10.59,2.35,2.97,0.99,Serpentine
51.71,7.73,3.65,9.31,4.77,7.43,3.74,2.54,Serpentine
59.2,9.63,10.7,3.15,3.92,2.6,1.12,1.86,Serpentine
40.55,19.98,11.88,14.41,8.15,1.6,2.35,1.9,Quartz
51.21,7.54,12.58,6.83,5.96,2.86,2.92,0.59,Olivine
30.63,18.91,5.6,2.09,3.62,5.18,4.21,2.64,Feldspar
44.57,20.33,7.81,1.68,0.68,3.93,4.74,1.28,Serpentine
35.67,10.99,14.88,2.04,11.09,2.59,2.39,1.93,Peridotite
75.82,23.52,4.1,14.42,11.35,2.14,1.23,0.56,Syenite
53.15,7.29,10.69,7.16,10.31,6.8,4.17,3.0,Olivine
73.63,20.66,12.56,1.45,2.15,5.9,0.67,2.31,Mica
32.81,20.11,14.57,5.08,1.29,3.18,4.3,1.84,Rhyolite
64.27,13.33,1.03,4.79,7.83,7.96,3.52,2.38,Talc
44.65,9.62,11.11,7.11,2.94,3.64,4.17,1.9,Quartz
61.23,17.97,13.21,11.77,3.68,5.12,1.01,1.88,Basalt
36.05,24.89,6.58,2.38,4.04,1.66,3.18,1.34,Peridotite
44.43,11.18,9.0,6.94,2.66,1.53,1.6,1.47,Feldspar
41.92,23.56,6.13,2.75,10.25,1.85,3.81,0.24,Chlorite
45.99,15.53,4.94,14.85,3.37,2.85,1.97,1.48,Amphibolite
76.54,22.26,10.63,9.08,9.47,6.72,4.6,2.57,Chlorite
63.53,8.69,12.53,5.66,5.05,7.24,0.99,2.87,Olivine
67.11,18.91,11.92,8.73,10.51,7.19,1.39,2.74,Pyroxene
43.69,10.58,13.11,9.71,11.07,1.22,2.1,0.47,Amphibolite
52.09,21.0,7.43,4.83,0.57,2.25,4.35,1.49,Rhyolite
54.6,16.85,5.72,2.19,2.82,7.75,1.73,0.57,Quartz
70.38,20.82,7.67,14.19,4.36,5.38,4.84,1.67,Chlorite
53.01,17.77,10.76,12.15,8.34,1.49,1.88,2.61,Olivine
41.83,24.99,10.94,8.9,11.43,1.49,1.52,1.7,Amphibole
79.29,14.71,2.21,14.51,11.12,6.76,0.69,1.25,Granite
35.88,23.63,6.0,13.67,4.23,1.61,1.95,1.17,Talc
63.69,8.6,10.06,1.16,4.92,3.58,1.37,2.3,Slate
51.09,22.69,12.91,7.58,2.34,6.01,3.32,1.69,Granite
40.58,19.03,14.77,2.89,3.04,4.93,1.77,2.88,Quartz
32.61,18.68,3.03,8.53,8.8,4.91,3.27,2.61,Talc
79.63,10.32,10.99,7.34,0.69,6.71,2.71,1.7,Feldspar
79.8,22.0,4.77,9.74,3.95,5.73,1.16,2.31,Slate
33.81,12.91,8.29,5.39,4.47,6.11,3.71,0.96,Talc
33.51,5.47,10.4,8.91,9.08,5.36,1.31,0.97,Feldspar
43.67,20.83,5.86,12.75,0.82,6.38,2.27,2.45,Amphibolite
58.66,11.28,11.16,9.79,6.83,5.09,1.33,1.0,Pyroxene
63.35,19.53,13.95,14.46,1.25,1.36,3.04,2.34,Amphibolite
79.39,24.27,13.56,11.08,2.26,5.51,2.74,0.82,Peridotite
57.26,22.73,1.28,9.16,10.38,2.82,3.47,0.32,Quartz
78.86,11.65,7.62,1.48,10.21,2.17,4.13,1.74,Olivine
37.21,7.96,4.38,14.05,4.29,5.27,1.87,1.84,Amphibolite
73.45,12.49,5.33,4.5,4.05,1.39,4.26,2.7,Granite
45.27,5.59,9.83,3.46,8.97,1.15,2.04,1.67,Marble
61.81,17.75,8.67,13.44,0.96,4.93,3.11,1.32,Rhyolite
71.23,24.83,2.21,11.7,3.43,1.98,4.79,0.81,Rhyolite
64.54,8.12,14.91,5.39,11.48,2.93,2.84,2.97,Basalt
42.97,20.63,11.94,4.85,8.11,2.38,0.94,1.49,Chlorite
58.0,17.53,6.26,3.87,5.28,6.52,3.34,0.73,Chlorite
32.66,16.9,4.03,10.61,11.33,5.7,0.54,1.44,Mica
53.92,6.69,9.37,11.97,7.34,7.6,4.46,1.31,Marble
35.32,6.33,2.86,7.48,3.67,0.55,3.9,2.89,Dolomite
36.05,6.74,12.83,1.81,3.92,2.78,3.01,0.64,Syenite
53.92,12.29,11.6,14.3,11.37,1.97,2.39,2.18,Feldspar
64.08,13.81,8.57,10.31,6.27,2.51,0.58,0.53,Basalt
40.67,8.07,6.18,8.04,8.42,4.51,2.15,2.95,Rhyolite
67.63,16.18,6.51,10.91,5.83,2.02,0.51,1.15,Granite
71.45,12.24,11.46,11.22,4.51,6.21,3.83,1.64,Mica
45.81,5.76,6.09,14.07,10.83,6.98,1.8,1.89,Rhyolite
38.87,16.86,3.28,12.24,0.95,4.14,3.72,1.74,Olivine
60.78,8.69,13.08,5.73,5.91,2.6,4.94,0.73,Slate
38.71,12.92,11.06,3.32,6.76,5.92,1.88,0.46,Granite
78.72,18.6,3.5,13.65,2.16,6.29,0.89,2.9,Basalt
58.59,11.8,12.89,8.93,0.52,2.1,3.49,0.66,Syenite
40.05,19.9,12.22,1.48,1.83,2.64,3.71,1.94,Basalt
30.77,22.61,13.61,4.01,6.39,7.18,1.12,1.23,Amphibole
56.86,6.41,6.04,9.51,12.0,1.73,1.1,0.38,Dolomite
66.97,11.2,14.79,12.13,5.58,5.88,2.5,0.74,Pyroxene
56.17,20.34,6.3,9.61,9.3,6.2,0.71,1.84,Basalt
72.91,23.43,8.56,6.14,8.57,1.84,2.25,2.5,Slate
31.55,6.72,5.61,12.16,5.63,6.62,4.49,0.21,Slate
56.47,17.49,12.25,10.36,3.06,4.61,3.21,2.22,Mica
51.85,15.18,3.55,2.76,7.81,2.32,2.63,0.65,Pyroxene
51.54,7.2,8.77,7.56,2.78,4.42,1.33,0.84,Amphibolite
39.91,11.62,13.82,7.38,7.32,6.87,1.35,1.07,Andesite
76.42,12.92,10.14,1.75,10.57,5.96,1.91,0.21,Quartz
53.06,10.52,11.23,4.28,1.45,7.2,0.64,1.32,Basalt
46.16,14.42,5.71,1.67,6.69,2.43,0.88,2.12,Gabbro
70.96,12.72,7.52,10.17,6.27,6.77,0.88,1.04,Granite
34.2,13.85,8.76,6.67,8.57,5.56,0.88,0.36,Andesite
72.82,11.63,6.01,2.92,0.57,4.24,3.54,1.58,Feldspar
52.81,24.24,13.83,13.75,5.09,6.13,2.33,1.63,Syenite
46.05,23.15,11.71,13.27,3.94,4.47,3.43,2.56,Dolomite
64.62,10.55,11.36,2.0,1.05,1.92,4.28,1.05,Quartz
79.97,7.48,6.12,13.8,2.86,5.08,0.66,1.16,Peridotite
62.72,17.15,10.25,6.07,9.05,6.64,3.51,0.76,Amphibolite
52.61,6.41,11.19,2.12,3.37,6.83,2.72,2.7,Amphibole
59.92,22.76,12.15,9.56,10.25,6.09,4.8,2.94,Peridotite
79.72,17.07,4.43,13.57,7.24,4.76,4.85,1.08,Talc
54.84,10.71,7.39,9.36,5.81,0.72,0.85,1.97,Mica
74.53,19.57,6.66,10.01,6.0,4.04,2.72,0.61,Slate
33.52,23.85,5.73,14.09,3.11,1.39,4.24,2.11,Pyroxene
45.75,5.82,4.38,13.66,4.59,2.3,4.58,2.99,Granite
46.77,13.22,14.79,14.93,3.38,7.43,1.37,0.85,Andesite
35.81,16.63,5.39,9.11,0.58,6.51,1.95,1.95,Pyroxene
38.08,8.22,4.14,8.82,2.3,2.15,3.29,0.21,Amphibolite
35.16,5.0,9.21,13.04,4.69,5.54,3.54,2.61,Talc
34.49,11.9,11.88,14.79,4.8,0.61,1.28,2.43,Granite
34.72,11.69,2.37,6.21,1.04,3.67,0.67,0.97,Feldspar
75.11,18.73,8.01,7.97,11.86,5.83,4.7,0.39,Basalt
47.28,11.48,5.7,7.3,7.95,6.02,2.08,2.1,Andesite
46.65,15.34,10.77,9.88,5.57,7.66,1.53,0.8,Feldspar
69.22,10.11,8.36,8.48,11.04,3.87,4.95,0.42,Amphibolite
53.31,11.5,14.02,2.73,8.52,1.1,2.07,0.38,Quartz
54.74,13.2,3.44,5.91,0.92,4.38,2.29,0.5,Olivine
70.74,20.7,6.23,8.05,11.33,3.82,1.14,1.23,Quartz
31.59,17.36,3.88,10.68,7.9,4.06,3.2,0.92,Quartz
62.55,16.96,11.16,12.5,0.68,1.52,3.88,1.73,Serpentine
79.74,10.64,3.66,4.73,11.78,5.81,3.14,2.7,Amphibolite
54.66,21.74,14.8,4.16,10.49,4.28,3.23,1.56,Dolomite
36.26,15.34,6.29,12.05,8.11,2.02,2.02,1.58,Dolomite
65.84,11.24,4.96,12.74,11.45,7.04,0.74,1.69,Slate
57.67,17.49,9.99,10.98,2.73,6.82,1.78,0.96,Chlorite
63.99,7.94,10.16,2.91,3.66,6.33,4.63,0.26,Serpentine
47.11,16.36,11.0,8.53,1.61,1.15,0.55,2.16,Slate
39.59,15.14,9.3,5.52,3.31,6.08,3.76,0.33,Peridotite
62.0,23.76,7.27,3.14,7.91,5.15,4.65,1.69,Talc
73.53,10.61,5.54,6.49,3.59,7.14,3.87,2.93,Dolomite
79.5,9.17,13.63,10.68,1.37,3.63,1.94,2.82,Syenite
30.07,9.11,2.66,11.27,3.54,3.87,2.16,2.19,Dolomite
59.65,19.71,8.7,9.13,3.55,3.64,0.97,2.25,Granite
66.64,11.14,11.57,7.02,4.87,1.46,0.65,1.39,Granite
65.77,7.46,5.6,3.86,4.86,7.16,4.42,1.68,Amphibole
62.32,10.77,14.14,7.39,4.71,1.27,2.06,1.84,Slate
72.3,12.45,9.59,5.21,1.59,5.25,3.26,0.79,Feldspar
70.8,10.43,9.15,11.21,7.7,7.34,0.59,2.89,Gabbro
56.19,23.56,11.83,14.53,4.54,5.95,3.19,0.85,Slate
41.99,7.31,12.38,10.29,8.78,3.21,1.75,2.38,Marble
79.46,19.3,10.62,10.85,6.9,2.13,4.87,1.79,Marble
72.6,6.19,6.07,12.34,3.27,0.73,4.33,0.75,Talc
68.43,8.77,3.31,2.59,1.69,7.11,0.57,0.74,Amphibole
43.94,14.71,6.55,11.64,11.09,1.98,2.34,1.5,Gabbro
56.88,16.52,1.16,6.58,5.33,5.56,3.57,2.83,Granite
58.9,14.19,13.38,7.16,6.25,1.72,2.06,0.89,Slate
75.57,10.18,1.82,14.59,9.38,3.79,3.19,1.94,Gabbro
54.4,22.29,14.8,9.7,1.51,4.87,2.33,0.94,Slate
78.0,8.97,8.88,8.1,1.64,5.57,2.28,2.66,Quartz
73.42,17.56,5.19,9.18,3.2,1.91,2.57,0.65,Serpentine
72.13,24.05,6.04,9.56,2.41,7.5,2.1,2.95,Dolomite
36.9,20.97,13.78,10.37,0.51,1.27,4.87,1.68,Chlorite
35.13,23.22,1.48,4.68,9.73,7.59,0.67,0.51,Peridotite
36.88,9.36,7.45,14.45,2.45,7.12,3.84,0.71,Serpentine
50.36,12.28,3.45,2.35,10.61,6.05,1.01,2.5,Amphibolite
59.08,22.61,3.39,4.87,2.25,4.06,3.97,2.1,Basalt
79.03,19.66,12.89,9.5,5.32,2.85,4.08,2.94,Marble
39.99,20.8,7.5,7.37,11.84,6.95,0.75,1.89,Feldspar
41.34,23.39,1.71,5.43,7.34,1.03,4.96,0.49,Rhyolite
55.06,9.0,8.86,11.21,8.21,7.03,2.95,2.5,Quartz
77.37,16.64,12.26,12.24,8.36,6.19,0.53,0.7,Mica
31.71,21.2,2.74,9.98,1.8,2.71,2.43,2.64,Slate
57.98,7.14,11.61,10.03,7.51,1.37,3.44,1.45,Mica
38.51,17.83,3.66,5.06,4.98,6.04,3.56,0.41,Talc
77.65,7.94,14.37,4.23,8.37,7.62,4.9,0.54,Andesite
59.32,16.82,7.21,7.72,3.71,3.15,4.5,2.36,Gabbro
33.27,14.65,8.19,5.04,7.2,2.12,2.89,2.01,Andesite
41.61,20.7,9.9,14.72,6.7,5.69,3.1,2.34,Amphibole
58.49,9.63,2.36,12.39,2.49,1.59,4.99,1.31,Gabbro
60.43,21.83,8.26,5.15,7.92,4.65,3.05,0.53,Feldspar
42.05,12.2,7.28,11.25,3.82,0.64,3.35,2.42,Talc
50.62,24.22,4.25,13.72,8.39,3.46,0.76,3.0,Olivine
41.91,20.69,9.89,6.77,11.3,4.56,2.35,2.27,Granite
61.28,16.73,10.61,1.19,4.45,6.67,0.94,2.05,Amphibolite
44.99,20.17,14.3,10.02,3.26,5.81,2.64,2.49,Basalt
70.17,13.13,10.77,14.7,11.05,6.85,4.57,2.71,Talc
75.58,20.35,11.64,8.23,4.62,6.77,4.08,0.36,Granite
51.0,9.34,10.61,9.19,11.92,5.22,3.22,1.62,Granite
77.49,12.92,8.06,1.21,1.18,4.23,4.14,0.49,Peridotite
65.1,17.91,11.07,7.82,0.76,7.34,1.64,1.73,Chlorite
43.21,24.3,11.95,3.45,4.04,1.19,1.83,1.76,Slate
72.95,11.21,9.59,6.48,10.16,7.18,3.35,1.3,Mica
41.57,12.34,6.96,4.89,9.23,2.04,3.72,1.26,Pyroxene
50.46,6.75,10.62,14.7,10.52,2.84,2.31,2.77,Marble
71.49,16.65,10.7,14.72,8.21,4.36,4.96,1.19,Marble
58.12,7.62,11.63,5.94,6.99,5.88,4.22,2.52,Granite
65.87,10.75,7.75,14.45,11.94,3.96,2.64,1.41,Peridotite
65.17,17.77,12.38,6.56,9.48,1.12,3.68,2.47,Slate
72.2,9.8,8.09,14.92,3.38,1.51,3.71,0.91,Amphibole
75.41,5.42,4.57,1.2,2.94,1.04,0.98,2.81,Syenite
77.58,10.42,5.0,9.59,5.07,3.79,1.83,2.09,Amphibolite
46.1,5.96,13.86,1.32,6.54,5.77,1.97,0.44,Feldspar
54.86,15.48,10.45,12.97,7.57,0.95,4.54,0.49,Marble
78.64,10.47,4.5,4.53,8.06,1.6,3.66,0.61,Granite
54.63,14.48,10.06,1.8,0.78,2.59,0.79,0.78,Mica
50.29,12.98,8.74,1.4,8.4,5.08,3.2,2.99,Amphibolite
49.65,12.51,10.49,1.52,11.05,6.35,0.66,1.45,Granite
44.54,10.44,12.02,10.05,1.76,3.26,0.53,2.29,Slate
61.85,16.75,3.15,11.53,1.64,3.47,2.85,1.14,Rhyolite
74.45,16.31,11.99,13.09,11.11,6.32,1.37,0.2,Chlorite
73.01,15.08,12.66,4.75,11.07,5.72,1.22,1.01,Dolomite
52.34,16.52,6.41,3.94,7.79,0.84,0.96,2.06,Andesite
72.54,5.22,11.65,14.93,0.93,1.94,4.32,1.12,Feldspar
33.03,11.19,9.32,10.29,9.77,2.34,1.77,1.23,Serpentine
40.23,6.32,10.68,13.65,0.58,1.1,2.42,0.54,Pyroxene
72.08,24.43,4.15,7.25,3.33,5.61,3.26,0.8,Serpentine
43.36,12.59,1.34,3.82,4.3,7.6,4.48,1.25,Amphibolite
46.65,18.95,14.91,10.12,8.75,7.06,1.41,2.35,Olivine
76.87,17.6,6.55,11.1,11.71,5.57,3.71,0.67,Talc
36.41,9.88,2.75,14.98,9.31,4.54,4.81,1.96,Serpentine
78.55,22.94,12.86,7.19,10.83,7.81,1.39,2.85,Amphibolite
59.78,13.85,11.04,3.79,7.41,1.04,3.74,1.65,Syenite
66.45,14.58,12.34,11.99,5.29,0.91,2.89,1.29,Pyroxene
48.79,14.9,14.87,11.84,11.93,3.22,3.79,1.06,Olivine
49.27,24.12,12.6,1.68,1.65,1.55,3.33,2.52,Quartz
47.97,6.51,6.22,11.81,1.04,2.39,2.71,1.9,Gabbro
38.76,20.08,12.85,4.92,2.36,3.12,4.29,2.21,Mica
39.52,13.79,13.1,13.26,6.9,5.76,1.24,2.83,Granite
70.57,5.73,10.43,4.97,1.48,2.01,3.15,2.97,Marble
74.57,8.55,10.54,7.43,6.75,3.4,3.58,2.84,Rhyolite
68.68,13.46,3.59,6.01,10.96,3.1,4.29,2.05,Andesite
46.86,19.23,3.6,13.56,8.44,2.28,3.78,2.77,Amphibole
77.91,11.52,11.37,9.85,1.64,5.54,2.87,1.79,Feldspar
78.57,12.6,12.88,4.18,7.93,2.51,4.69,2.84,Andesite
